1: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_clique_lb_c='3', f_deg2='1', f_deg2_heur='1', f_deg3='2', f_dom='2', f_lp='3', f_lp_lb='3', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
1401: constrained_branching='1', dom_opt='1', f_clique_lb='29', f_clique_lb_c='10', f_deg2='10', f_deg2_heur='32', f_deg3='97', f_dom='6', f_lp='41', f_lp_lb='83', f_lp_lb_c='19', lb_opt='1', lb_opt_c='1', limit_kern_branch='499', limit_kern_start='316'
1402: constrained_branching='1', dom_opt='0', f_clique_lb='48', f_clique_lb_c='15', f_deg2='32', f_deg2_heur='98', f_deg3='56', f_dom='65', f_lp='47', f_lp_lb='98', f_lp_lb_c='8', lb_opt='0', lb_opt_c='0', limit_kern_branch='98', limit_kern_start='220'
1403: constrained_branching='1', dom_opt='1', f_clique_lb='33', f_clique_lb_c='14', f_deg2='38', f_deg2_heur='21', f_deg3='56', f_dom='97', f_lp='37', f_lp_lb='6', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='293', limit_kern_start='204'
1404: constrained_branching='1', dom_opt='1', f_clique_lb='21', f_clique_lb_c='10', f_deg2='26', f_deg2_heur='64', f_deg3='41', f_dom='58', f_lp='47', f_lp_lb='28', f_lp_lb_c='7', lb_opt='0', lb_opt_c='0', limit_kern_branch='237', limit_kern_start='71'
1405: constrained_branching='1', dom_opt='1', f_clique_lb='21', f_clique_lb_c='13', f_deg2='52', f_deg2_heur='89', f_deg3='46', f_dom='21', f_lp='31', f_lp_lb='22', f_lp_lb_c='5', lb_opt='0', lb_opt_c='0', limit_kern_branch='45', limit_kern_start='222'
1406: constrained_branching='1', dom_opt='1', f_clique_lb='64', f_clique_lb_c='16', f_deg2='7', f_deg2_heur='47', f_deg3='77', f_dom='38', f_lp='40', f_lp_lb='56', f_lp_lb_c='17', lb_opt='0', lb_opt_c='0', limit_kern_branch='408', limit_kern_start='24'
1407: constrained_branching='1', dom_opt='0', f_clique_lb='67', f_clique_lb_c='18', f_deg2='25', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='34', f_lp_lb='21', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1408: constrained_branching='0', dom_opt='0', f_clique_lb='64', f_clique_lb_c='2', f_deg2='70', f_deg2_heur='6', f_deg3='33', f_dom='65', f_lp='9', f_lp_lb='60', f_lp_lb_c='17', lb_opt='0', lb_opt_c='1', limit_kern_branch='256', limit_kern_start='253'
1409: constrained_branching='0', dom_opt='1', f_clique_lb='94', f_clique_lb_c='7', f_deg2='77', f_deg2_heur='21', f_deg3='58', f_dom='76', f_lp='21', f_lp_lb='75', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='350', limit_kern_start='147'
1410: constrained_branching='0', dom_opt='1', f_clique_lb='49', f_clique_lb_c='11', f_deg2='22', f_deg2_heur='27', f_deg3='59', f_dom='68', f_lp='36', f_lp_lb='6', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='415', limit_kern_start='308'
1411: constrained_branching='1', dom_opt='0', f_clique_lb='47', f_clique_lb_c='17', f_deg2='23', f_deg2_heur='90', f_deg3='53', f_dom='77', f_lp='34', f_lp_lb='17', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1412: constrained_branching='1', dom_opt='1', f_clique_lb='75', f_clique_lb_c='3', f_deg2='51', f_deg2_heur='44', f_deg3='41', f_dom='64', f_lp='48', f_lp_lb='71', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='219', limit_kern_start='39'
1413: constrained_branching='1', dom_opt='1', f_clique_lb='67', f_clique_lb_c='18', f_deg2='25', f_deg2_heur='90', f_deg3='52', f_dom='93', f_lp='34', f_lp_lb='21', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1414: constrained_branching='0', dom_opt='1', f_clique_lb='23', f_clique_lb_c='11', f_deg2='94', f_deg2_heur='26', f_deg3='77', f_dom='17', f_lp='81', f_lp_lb='26', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='32', limit_kern_start='454'
1415: constrained_branching='0', dom_opt='1', f_clique_lb='30', f_clique_lb_c='13', f_deg2='39', f_deg2_heur='22', f_deg3='16', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='85', limit_kern_start='181'
1416: constrained_branching='0', dom_opt='1', f_clique_lb='13', f_clique_lb_c='4', f_deg2='8', f_deg2_heur='16', f_deg3='34', f_dom='65', f_lp='83', f_lp_lb='9', f_lp_lb_c='11', lb_opt='0', lb_opt_c='1', limit_kern_branch='179', limit_kern_start='480'
1417: constrained_branching='0', dom_opt='0', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='9', f_deg3='15', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='85', limit_kern_start='181'
1418: constrained_branching='1', dom_opt='0', f_clique_lb='67', f_clique_lb_c='17', f_deg2='4', f_deg2_heur='14', f_deg3='45', f_dom='70', f_lp='65', f_lp_lb='96', f_lp_lb_c='20', lb_opt='0', lb_opt_c='1', limit_kern_branch='152', limit_kern_start='453'
1419: constrained_branching='0', dom_opt='1', f_clique_lb='65', f_clique_lb_c='14', f_deg2='15', f_deg2_heur='83', f_deg3='74', f_dom='8', f_lp='34', f_lp_lb='28', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='49', limit_kern_start='483'
1420: constrained_branching='1', dom_opt='0', f_clique_lb='69', f_clique_lb_c='6', f_deg2='56', f_deg2_heur='88', f_deg3='82', f_dom='70', f_lp='38', f_lp_lb='78', f_lp_lb_c='11', lb_opt='0', lb_opt_c='0', limit_kern_branch='42', limit_kern_start='88'
1421: constrained_branching='0', dom_opt='0', f_clique_lb='97', f_clique_lb_c='13', f_deg2='20', f_deg2_heur='4', f_deg3='79', f_dom='73', f_lp='64', f_lp_lb='6', f_lp_lb_c='14', lb_opt='0', lb_opt_c='0', limit_kern_branch='500', limit_kern_start='304'
1422: constrained_branching='1', dom_opt='0', f_clique_lb='84', f_clique_lb_c='5', f_deg2='29', f_deg2_heur='53', f_deg3='93', f_dom='35', f_lp='80', f_lp_lb='69', f_lp_lb_c='6', lb_opt='1', lb_opt_c='0', limit_kern_branch='245', limit_kern_start='483'
1423: constrained_branching='0', dom_opt='1', f_clique_lb='54', f_clique_lb_c='2', f_deg2='92', f_deg2_heur='52', f_deg3='34', f_dom='28', f_lp='72', f_lp_lb='99', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='41', limit_kern_start='35'
1424: constrained_branching='1', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='47', f_lp='41', f_lp_lb='76', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='190'
1425: constrained_branching='1', dom_opt='0', f_clique_lb='40', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='69', f_deg3='1', f_dom='22', f_lp='35', f_lp_lb='33', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='115', limit_kern_start='404'
1426: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='17', f_deg2='35', f_deg2_heur='88', f_deg3='50', f_dom='83', f_lp='38', f_lp_lb='57', f_lp_lb_c='14', lb_opt='0', lb_opt_c='1', limit_kern_branch='242', limit_kern_start='381'
1427: constrained_branching='0', dom_opt='1', f_clique_lb='94', f_clique_lb_c='20', f_deg2='18', f_deg2_heur='27', f_deg3='14', f_dom='60', f_lp='9', f_lp_lb='65', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='306', limit_kern_start='240'
1428: constrained_branching='0', dom_opt='1', f_clique_lb='60', f_clique_lb_c='3', f_deg2='22', f_deg2_heur='60', f_deg3='74', f_dom='21', f_lp='14', f_lp_lb='62', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='155', limit_kern_start='25'
1429: constrained_branching='1', dom_opt='0', f_clique_lb='67', f_clique_lb_c='18', f_deg2='38', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='42', f_lp_lb='21', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1430: constrained_branching='1', dom_opt='1', f_clique_lb='76', f_clique_lb_c='3', f_deg2='27', f_deg2_heur='69', f_deg3='52', f_dom='49', f_lp='76', f_lp_lb='100', f_lp_lb_c='2', lb_opt='0', lb_opt_c='1', limit_kern_branch='108', limit_kern_start='125'
1431: constrained_branching='0', dom_opt='0', f_clique_lb='67', f_clique_lb_c='18', f_deg2='21', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='34', f_lp_lb='25', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1432: constrained_branching='1', dom_opt='0', f_clique_lb='31', f_clique_lb_c='12', f_deg2='73', f_deg2_heur='65', f_deg3='90', f_dom='88', f_lp='22', f_lp_lb='8', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='68', limit_kern_start='61'
1433: constrained_branching='0', dom_opt='1', f_clique_lb='22', f_clique_lb_c='17', f_deg2='75', f_deg2_heur='34', f_deg3='90', f_dom='9', f_lp='90', f_lp_lb='96', f_lp_lb_c='10', lb_opt='0', lb_opt_c='1', limit_kern_branch='139', limit_kern_start='41'
1434: constrained_branching='0', dom_opt='0', f_clique_lb='90', f_clique_lb_c='19', f_deg2='97', f_deg2_heur='98', f_deg3='17', f_dom='72', f_lp='16', f_lp_lb='14', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='453', limit_kern_start='255'
1435: constrained_branching='0', dom_opt='0', f_clique_lb='40', f_clique_lb_c='11', f_deg2='34', f_deg2_heur='37', f_deg3='34', f_dom='54', f_lp='50', f_lp_lb='79', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='339', limit_kern_start='409'
1436: constrained_branching='1', dom_opt='0', f_clique_lb='67', f_clique_lb_c='18', f_deg2='40', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='34', f_lp_lb='55', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='175', limit_kern_start='449'
1437: constrained_branching='0', dom_opt='1', f_clique_lb='45', f_clique_lb_c='17', f_deg2='32', f_deg2_heur='26', f_deg3='82', f_dom='91', f_lp='53', f_lp_lb='40', f_lp_lb_c='10', lb_opt='0', lb_opt_c='0', limit_kern_branch='158', limit_kern_start='6'
1438: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='38', f_deg3='53', f_dom='83', f_lp='43', f_lp_lb='58', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='494'
1439: constrained_branching='1', dom_opt='1', f_clique_lb='79', f_clique_lb_c='2', f_deg2='32', f_deg2_heur='86', f_deg3='71', f_dom='32', f_lp='4', f_lp_lb='21', f_lp_lb_c='20', lb_opt='0', lb_opt_c='1', limit_kern_branch='5', limit_kern_start='282'
1440: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='17', f_deg2='25', f_deg2_heur='63', f_deg3='51', f_dom='83', f_lp='59', f_lp_lb='58', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='494'
1441: constrained_branching='0', dom_opt='0', f_clique_lb='31', f_clique_lb_c='11', f_deg2='96', f_deg2_heur='71', f_deg3='59', f_dom='53', f_lp='63', f_lp_lb='53', f_lp_lb_c='20', lb_opt='0', lb_opt_c='0', limit_kern_branch='254', limit_kern_start='137'
1442: constrained_branching='1', dom_opt='1', f_clique_lb='81', f_clique_lb_c='12', f_deg2='57', f_deg2_heur='82', f_deg3='43', f_dom='80', f_lp='82', f_lp_lb='34', f_lp_lb_c='17', lb_opt='1', lb_opt_c='1', limit_kern_branch='383', limit_kern_start='195'
1443: constrained_branching='0', dom_opt='1', f_clique_lb='72', f_clique_lb_c='5', f_deg2='97', f_deg2_heur='9', f_deg3='99', f_dom='12', f_lp='69', f_lp_lb='41', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='212', limit_kern_start='83'
1444: constrained_branching='1', dom_opt='1', f_clique_lb='33', f_clique_lb_c='7', f_deg2='49', f_deg2_heur='14', f_deg3='32', f_dom='64', f_lp='58', f_lp_lb='82', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='52', limit_kern_start='330'
1445: constrained_branching='0', dom_opt='1', f_clique_lb='50', f_clique_lb_c='10', f_deg2='31', f_deg2_heur='41', f_deg3='31', f_dom='83', f_lp='69', f_lp_lb='26', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='151', limit_kern_start='106'
1446: constrained_branching='0', dom_opt='0', f_clique_lb='40', f_clique_lb_c='7', f_deg2='19', f_deg2_heur='52', f_deg3='98', f_dom='15', f_lp='48', f_lp_lb='37', f_lp_lb_c='18', lb_opt='0', lb_opt_c='0', limit_kern_branch='190', limit_kern_start='160'
1447: constrained_branching='1', dom_opt='1', f_clique_lb='79', f_clique_lb_c='19', f_deg2='11', f_deg2_heur='73', f_deg3='45', f_dom='66', f_lp='10', f_lp_lb='43', f_lp_lb_c='16', lb_opt='1', lb_opt_c='0', limit_kern_branch='7', limit_kern_start='51'
1448: constrained_branching='0', dom_opt='0', f_clique_lb='97', f_clique_lb_c='18', f_deg2='61', f_deg2_heur='72', f_deg3='74', f_dom='9', f_lp='54', f_lp_lb='12', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='360', limit_kern_start='437'
1449: constrained_branching='1', dom_opt='1', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='22', f_deg3='4', f_dom='14', f_lp='44', f_lp_lb='13', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='85', limit_kern_start='181'
1450: constrained_branching='0', dom_opt='0', f_clique_lb='96', f_clique_lb_c='20', f_deg2='98', f_deg2_heur='34', f_deg3='25', f_dom='59', f_lp='77', f_lp_lb='6', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='413', limit_kern_start='424'
1451: constrained_branching='0', dom_opt='1', f_clique_lb='54', f_clique_lb_c='2', f_deg2='92', f_deg2_heur='52', f_deg3='34', f_dom='28', f_lp='72', f_lp_lb='99', f_lp_lb_c='12', lb_opt='0', lb_opt_c='0', limit_kern_branch='41', limit_kern_start='35'
1452: constrained_branching='0', dom_opt='1', f_clique_lb='95', f_clique_lb_c='17', f_deg2='50', f_deg2_heur='25', f_deg3='18', f_dom='16', f_lp='79', f_lp_lb='52', f_lp_lb_c='18', lb_opt='0', lb_opt_c='0', limit_kern_branch='18', limit_kern_start='251'
1453: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='11', f_deg2='25', f_deg2_heur='77', f_deg3='51', f_dom='83', f_lp='59', f_lp_lb='79', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='66', limit_kern_start='494'
1454: constrained_branching='0', dom_opt='1', f_clique_lb='43', f_clique_lb_c='13', f_deg2='94', f_deg2_heur='36', f_deg3='65', f_dom='15', f_lp='74', f_lp_lb='34', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='113', limit_kern_start='282'
1455: constrained_branching='0', dom_opt='0', f_clique_lb='75', f_clique_lb_c='17', f_deg2='26', f_deg2_heur='6', f_deg3='78', f_dom='47', f_lp='41', f_lp_lb='76', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='190'
1456: constrained_branching='1', dom_opt='0', f_clique_lb='59', f_clique_lb_c='5', f_deg2='53', f_deg2_heur='79', f_deg3='19', f_dom='46', f_lp='56', f_lp_lb='56', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='274', limit_kern_start='446'
1457: constrained_branching='1', dom_opt='0', f_clique_lb='60', f_clique_lb_c='9', f_deg2='7', f_deg2_heur='92', f_deg3='54', f_dom='58', f_lp='97', f_lp_lb='72', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='312', limit_kern_start='167'
1458: constrained_branching='1', dom_opt='1', f_clique_lb='51', f_clique_lb_c='13', f_deg2='9', f_deg2_heur='87', f_deg3='5', f_dom='72', f_lp='43', f_lp_lb='96', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='389', limit_kern_start='260'
1459: constrained_branching='1', dom_opt='0', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='22', f_deg3='36', f_dom='14', f_lp='44', f_lp_lb='13', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='85', limit_kern_start='181'
1460: constrained_branching='0', dom_opt='0', f_clique_lb='96', f_clique_lb_c='4', f_deg2='83', f_deg2_heur='39', f_deg3='76', f_dom='98', f_lp='62', f_lp_lb='36', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='347', limit_kern_start='313'
1461: constrained_branching='0', dom_opt='1', f_clique_lb='54', f_clique_lb_c='11', f_deg2='24', f_deg2_heur='27', f_deg3='59', f_dom='68', f_lp='36', f_lp_lb='6', f_lp_lb_c='4', lb_opt='0', lb_opt_c='0', limit_kern_branch='415', limit_kern_start='308'
1462: constrained_branching='0', dom_opt='1', f_clique_lb='70', f_clique_lb_c='15', f_deg2='50', f_deg2_heur='79', f_deg3='22', f_dom='16', f_lp='49', f_lp_lb='24', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='250', limit_kern_start='245'
1463: constrained_branching='1', dom_opt='1', f_clique_lb='57', f_clique_lb_c='4', f_deg2='46', f_deg2_heur='81', f_deg3='19', f_dom='83', f_lp='24', f_lp_lb='83', f_lp_lb_c='12', lb_opt='1', lb_opt_c='1', limit_kern_branch='207', limit_kern_start='385'
1464: constrained_branching='0', dom_opt='0', f_clique_lb='67', f_clique_lb_c='18', f_deg2='33', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='36', f_lp_lb='58', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1465: constrained_branching='0', dom_opt='0', f_clique_lb='31', f_clique_lb_c='20', f_deg2='38', f_deg2_heur='68', f_deg3='15', f_dom='88', f_lp='66', f_lp_lb='6', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='310', limit_kern_start='412'
1466: constrained_branching='1', dom_opt='1', f_clique_lb='58', f_clique_lb_c='13', f_deg2='7', f_deg2_heur='91', f_deg3='93', f_dom='90', f_lp='70', f_lp_lb='88', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='96', limit_kern_start='218'
1467: constrained_branching='1', dom_opt='1', f_clique_lb='19', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='25', f_deg3='4', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='85', limit_kern_start='181'
1468: constrained_branching='0', dom_opt='1', f_clique_lb='8', f_clique_lb_c='14', f_deg2='67', f_deg2_heur='68', f_deg3='94', f_dom='7', f_lp='11', f_lp_lb='36', f_lp_lb_c='10', lb_opt='0', lb_opt_c='0', limit_kern_branch='194', limit_kern_start='142'
1469: constrained_branching='1', dom_opt='1', f_clique_lb='63', f_clique_lb_c='17', f_deg2='49', f_deg2_heur='15', f_deg3='78', f_dom='60', f_lp='84', f_lp_lb='49', f_lp_lb_c='20', lb_opt='1', lb_opt_c='0', limit_kern_branch='40', limit_kern_start='370'
1470: constrained_branching='1', dom_opt='1', f_clique_lb='36', f_clique_lb_c='3', f_deg2='18', f_deg2_heur='51', f_deg3='69', f_dom='46', f_lp='15', f_lp_lb='4', f_lp_lb_c='7', lb_opt='0', lb_opt_c='0', limit_kern_branch='378', limit_kern_start='305'
1471: constrained_branching='1', dom_opt='1', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='24', f_deg3='4', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='85', limit_kern_start='181'
1472: constrained_branching='1', dom_opt='1', f_clique_lb='37', f_clique_lb_c='16', f_deg2='70', f_deg2_heur='5', f_deg3='65', f_dom='63', f_lp='63', f_lp_lb='43', f_lp_lb_c='5', lb_opt='0', lb_opt_c='0', limit_kern_branch='281', limit_kern_start='76'
1473: constrained_branching='1', dom_opt='0', f_clique_lb='53', f_clique_lb_c='6', f_deg2='80', f_deg2_heur='30', f_deg3='57', f_dom='23', f_lp='29', f_lp_lb='65', f_lp_lb_c='8', lb_opt='0', lb_opt_c='1', limit_kern_branch='464', limit_kern_start='248'
1474: constrained_branching='1', dom_opt='1', f_clique_lb='57', f_clique_lb_c='16', f_deg2='80', f_deg2_heur='95', f_deg3='27', f_dom='87', f_lp='99', f_lp_lb='11', f_lp_lb_c='7', lb_opt='0', lb_opt_c='1', limit_kern_branch='43', limit_kern_start='136'
1475: constrained_branching='1', dom_opt='1', f_clique_lb='60', f_clique_lb_c='6', f_deg2='53', f_deg2_heur='88', f_deg3='82', f_dom='70', f_lp='50', f_lp_lb='78', f_lp_lb_c='8', lb_opt='1', lb_opt_c='1', limit_kern_branch='37', limit_kern_start='88'
1476: constrained_branching='0', dom_opt='1', f_clique_lb='71', f_clique_lb_c='11', f_deg2='98', f_deg2_heur='7', f_deg3='24', f_dom='65', f_lp='33', f_lp_lb='7', f_lp_lb_c='2', lb_opt='1', lb_opt_c='0', limit_kern_branch='171', limit_kern_start='477'
1477: constrained_branching='1', dom_opt='0', f_clique_lb='84', f_clique_lb_c='5', f_deg2='29', f_deg2_heur='53', f_deg3='93', f_dom='23', f_lp='80', f_lp_lb='69', f_lp_lb_c='6', lb_opt='1', lb_opt_c='0', limit_kern_branch='245', limit_kern_start='483'
1478: constrained_branching='1', dom_opt='0', f_clique_lb='92', f_clique_lb_c='9', f_deg2='77', f_deg2_heur='51', f_deg3='100', f_dom='7', f_lp='13', f_lp_lb='30', f_lp_lb_c='9', lb_opt='0', lb_opt_c='1', limit_kern_branch='222', limit_kern_start='457'
1479: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='13', f_deg2='25', f_deg2_heur='80', f_deg3='51', f_dom='64', f_lp='71', f_lp_lb='58', f_lp_lb_c='14', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='494'
1480: constrained_branching='0', dom_opt='0', f_clique_lb='60', f_clique_lb_c='15', f_deg2='84', f_deg2_heur='24', f_deg3='90', f_dom='69', f_lp='43', f_lp_lb='96', f_lp_lb_c='8', lb_opt='0', lb_opt_c='1', limit_kern_branch='51', limit_kern_start='98'
1481: constrained_branching='0', dom_opt='1', f_clique_lb='83', f_clique_lb_c='6', f_deg2='78', f_deg2_heur='45', f_deg3='77', f_dom='10', f_lp='87', f_lp_lb='45', f_lp_lb_c='7', lb_opt='1', lb_opt_c='1', limit_kern_branch='40', limit_kern_start='99'
1482: constrained_branching='1', dom_opt='0', f_clique_lb='16', f_clique_lb_c='15', f_deg2='44', f_deg2_heur='87', f_deg3='6', f_dom='23', f_lp='35', f_lp_lb='100', f_lp_lb_c='2', lb_opt='1', lb_opt_c='1', limit_kern_branch='226', limit_kern_start='297'
1483: constrained_branching='0', dom_opt='0', f_clique_lb='33', f_clique_lb_c='7', f_deg2='29', f_deg2_heur='80', f_deg3='95', f_dom='42', f_lp='20', f_lp_lb='95', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='94', limit_kern_start='144'
1484: constrained_branching='0', dom_opt='0', f_clique_lb='79', f_clique_lb_c='18', f_deg2='33', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='36', f_lp_lb='58', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='398'
1485: constrained_branching='0', dom_opt='0', f_clique_lb='68', f_clique_lb_c='16', f_deg2='43', f_deg2_heur='48', f_deg3='66', f_dom='91', f_lp='68', f_lp_lb='83', f_lp_lb_c='4', lb_opt='0', lb_opt_c='0', limit_kern_branch='111', limit_kern_start='160'
1486: constrained_branching='0', dom_opt='0', f_clique_lb='80', f_clique_lb_c='18', f_deg2='33', f_deg2_heur='93', f_deg3='52', f_dom='77', f_lp='34', f_lp_lb='58', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='414'
1487: constrained_branching='1', dom_opt='0', f_clique_lb='50', f_clique_lb_c='12', f_deg2='82', f_deg2_heur='46', f_deg3='55', f_dom='45', f_lp='100', f_lp_lb='5', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='384', limit_kern_start='122'
1488: constrained_branching='1', dom_opt='1', f_clique_lb='30', f_clique_lb_c='13', f_deg2='56', f_deg2_heur='31', f_deg3='4', f_dom='48', f_lp='44', f_lp_lb='12', f_lp_lb_c='13', lb_opt='0', lb_opt_c='1', limit_kern_branch='74', limit_kern_start='84'
1489: constrained_branching='1', dom_opt='0', f_clique_lb='67', f_clique_lb_c='18', f_deg2='38', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='42', f_lp_lb='34', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1490: constrained_branching='1', dom_opt='0', f_clique_lb='64', f_clique_lb_c='5', f_deg2='40', f_deg2_heur='76', f_deg3='87', f_dom='67', f_lp='49', f_lp_lb='8', f_lp_lb_c='6', lb_opt='1', lb_opt_c='1', limit_kern_branch='101', limit_kern_start='88'
1491: constrained_branching='0', dom_opt='0', f_clique_lb='67', f_clique_lb_c='17', f_deg2='32', f_deg2_heur='90', f_deg3='52', f_dom='77', f_lp='42', f_lp_lb='23', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='175', limit_kern_start='462'
1492: constrained_branching='0', dom_opt='0', f_clique_lb='64', f_clique_lb_c='17', f_deg2='94', f_deg2_heur='45', f_deg3='97', f_dom='33', f_lp='99', f_lp_lb='15', f_lp_lb_c='11', lb_opt='0', lb_opt_c='1', limit_kern_branch='21', limit_kern_start='375'
1493: constrained_branching='0', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='49', f_dom='15', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='87', limit_kern_start='139'
1494: constrained_branching='1', dom_opt='0', f_clique_lb='40', f_clique_lb_c='18', f_deg2='98', f_deg2_heur='90', f_deg3='87', f_dom='7', f_lp='45', f_lp_lb='57', f_lp_lb_c='15', lb_opt='0', lb_opt_c='0', limit_kern_branch='466', limit_kern_start='374'
1495: constrained_branching='0', dom_opt='1', f_clique_lb='26', f_clique_lb_c='13', f_deg2='75', f_deg2_heur='73', f_deg3='49', f_dom='55', f_lp='81', f_lp_lb='34', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='69', limit_kern_start='139'
