1: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_clique_lb_c='3', f_deg2='1', f_deg2_heur='1', f_deg3='2', f_dom='2', f_lp='3', f_lp_lb='3', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
2673: constrained_branching='0', dom_opt='0', f_clique_lb='5', f_clique_lb_c='11', f_deg2='97', f_deg2_heur='39', f_deg3='53', f_dom='20', f_lp='43', f_lp_lb='33', f_lp_lb_c='20', lb_opt='0', lb_opt_c='1', limit_kern_branch='388', limit_kern_start='147'
2674: constrained_branching='0', dom_opt='0', f_clique_lb='20', f_clique_lb_c='13', f_deg2='99', f_deg2_heur='10', f_deg3='86', f_dom='6', f_lp='100', f_lp_lb='87', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='414', limit_kern_start='458'
2675: constrained_branching='1', dom_opt='0', f_clique_lb='88', f_clique_lb_c='17', f_deg2='53', f_deg2_heur='40', f_deg3='7', f_dom='53', f_lp='78', f_lp_lb='53', f_lp_lb_c='11', lb_opt='1', lb_opt_c='0', limit_kern_branch='147', limit_kern_start='226'
2676: constrained_branching='1', dom_opt='0', f_clique_lb='16', f_clique_lb_c='2', f_deg2='89', f_deg2_heur='63', f_deg3='16', f_dom='94', f_lp='81', f_lp_lb='49', f_lp_lb_c='18', lb_opt='0', lb_opt_c='0', limit_kern_branch='319', limit_kern_start='188'
2677: constrained_branching='0', dom_opt='0', f_clique_lb='42', f_clique_lb_c='18', f_deg2='97', f_deg2_heur='72', f_deg3='51', f_dom='59', f_lp='15', f_lp_lb='26', f_lp_lb_c='10', lb_opt='0', lb_opt_c='1', limit_kern_branch='113', limit_kern_start='371'
2678: constrained_branching='0', dom_opt='0', f_clique_lb='90', f_clique_lb_c='8', f_deg2='71', f_deg2_heur='93', f_deg3='11', f_dom='58', f_lp='83', f_lp_lb='97', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='113', limit_kern_start='226'
2679: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='8', f_deg2='13', f_deg2_heur='39', f_deg3='10', f_dom='3', f_lp='87', f_lp_lb='1', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='84', limit_kern_start='313'
2680: constrained_branching='0', dom_opt='1', f_clique_lb='93', f_clique_lb_c='15', f_deg2='9', f_deg2_heur='9', f_deg3='63', f_dom='73', f_lp='94', f_lp_lb='30', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='247', limit_kern_start='1'
2681: constrained_branching='1', dom_opt='0', f_clique_lb='25', f_clique_lb_c='16', f_deg2='27', f_deg2_heur='31', f_deg3='52', f_dom='87', f_lp='9', f_lp_lb='63', f_lp_lb_c='16', lb_opt='1', lb_opt_c='0', limit_kern_branch='331', limit_kern_start='91'
2682: constrained_branching='1', dom_opt='1', f_clique_lb='1', f_clique_lb_c='5', f_deg2='37', f_deg2_heur='100', f_deg3='42', f_dom='30', f_lp='99', f_lp_lb='31', f_lp_lb_c='19', lb_opt='1', lb_opt_c='0', limit_kern_branch='424', limit_kern_start='157'
2683: constrained_branching='0', dom_opt='0', f_clique_lb='66', f_clique_lb_c='16', f_deg2='5', f_deg2_heur='67', f_deg3='84', f_dom='28', f_lp='36', f_lp_lb='1', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='383', limit_kern_start='250'
2684: constrained_branching='1', dom_opt='0', f_clique_lb='65', f_clique_lb_c='6', f_deg2='37', f_deg2_heur='14', f_deg3='51', f_dom='42', f_lp='82', f_lp_lb='42', f_lp_lb_c='5', lb_opt='1', lb_opt_c='1', limit_kern_branch='255', limit_kern_start='337'
2685: constrained_branching='0', dom_opt='1', f_clique_lb='13', f_clique_lb_c='16', f_deg2='79', f_deg2_heur='24', f_deg3='70', f_dom='75', f_lp='21', f_lp_lb='18', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='37', limit_kern_start='277'
2686: constrained_branching='1', dom_opt='0', f_clique_lb='9', f_clique_lb_c='6', f_deg2='94', f_deg2_heur='49', f_deg3='48', f_dom='55', f_lp='91', f_lp_lb='7', f_lp_lb_c='10', lb_opt='1', lb_opt_c='1', limit_kern_branch='252', limit_kern_start='43'
2687: constrained_branching='1', dom_opt='0', f_clique_lb='39', f_clique_lb_c='3', f_deg2='20', f_deg2_heur='37', f_deg3='46', f_dom='23', f_lp='100', f_lp_lb='56', f_lp_lb_c='10', lb_opt='0', lb_opt_c='1', limit_kern_branch='323', limit_kern_start='400'
2688: constrained_branching='0', dom_opt='1', f_clique_lb='2', f_clique_lb_c='15', f_deg2='26', f_deg2_heur='64', f_deg3='47', f_dom='33', f_lp='68', f_lp_lb='99', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='251', limit_kern_start='241'
2689: constrained_branching='1', dom_opt='0', f_clique_lb='8', f_clique_lb_c='18', f_deg2='61', f_deg2_heur='8', f_deg3='8', f_dom='18', f_lp='51', f_lp_lb='15', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='164', limit_kern_start='297'
2690: constrained_branching='0', dom_opt='0', f_clique_lb='78', f_clique_lb_c='7', f_deg2='61', f_deg2_heur='26', f_deg3='17', f_dom='21', f_lp='89', f_lp_lb='56', f_lp_lb_c='20', lb_opt='1', lb_opt_c='0', limit_kern_branch='4', limit_kern_start='194'
2691: constrained_branching='0', dom_opt='0', f_clique_lb='37', f_clique_lb_c='14', f_deg2='67', f_deg2_heur='35', f_deg3='53', f_dom='21', f_lp='39', f_lp_lb='67', f_lp_lb_c='15', lb_opt='0', lb_opt_c='0', limit_kern_branch='419', limit_kern_start='243'
2692: constrained_branching='0', dom_opt='1', f_clique_lb='59', f_clique_lb_c='20', f_deg2='33', f_deg2_heur='98', f_deg3='19', f_dom='11', f_lp='63', f_lp_lb='67', f_lp_lb_c='3', lb_opt='1', lb_opt_c='0', limit_kern_branch='140', limit_kern_start='181'
2693: constrained_branching='0', dom_opt='0', f_clique_lb='32', f_clique_lb_c='7', f_deg2='7', f_deg2_heur='81', f_deg3='34', f_dom='82', f_lp='17', f_lp_lb='61', f_lp_lb_c='7', lb_opt='0', lb_opt_c='1', limit_kern_branch='218', limit_kern_start='322'
2694: constrained_branching='0', dom_opt='1', f_clique_lb='47', f_clique_lb_c='18', f_deg2='49', f_deg2_heur='18', f_deg3='38', f_dom='79', f_lp='40', f_lp_lb='69', f_lp_lb_c='6', lb_opt='1', lb_opt_c='1', limit_kern_branch='29', limit_kern_start='321'
2695: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_clique_lb_c='3', f_deg2='69', f_deg2_heur='76', f_deg3='14', f_dom='16', f_lp='41', f_lp_lb='79', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='499', limit_kern_start='429'
2696: constrained_branching='1', dom_opt='1', f_clique_lb='83', f_clique_lb_c='10', f_deg2='84', f_deg2_heur='23', f_deg3='10', f_dom='21', f_lp='6', f_lp_lb='58', f_lp_lb_c='1', lb_opt='0', lb_opt_c='0', limit_kern_branch='480', limit_kern_start='214'
2697: constrained_branching='0', dom_opt='0', f_clique_lb='19', f_clique_lb_c='2', f_deg2='35', f_deg2_heur='99', f_deg3='53', f_dom='18', f_lp='27', f_lp_lb='65', f_lp_lb_c='7', lb_opt='0', lb_opt_c='0', limit_kern_branch='489', limit_kern_start='78'
2698: constrained_branching='1', dom_opt='1', f_clique_lb='4', f_clique_lb_c='20', f_deg2='12', f_deg2_heur='94', f_deg3='65', f_dom='31', f_lp='6', f_lp_lb='37', f_lp_lb_c='19', lb_opt='0', lb_opt_c='1', limit_kern_branch='443', limit_kern_start='108'
2699: constrained_branching='1', dom_opt='1', f_clique_lb='37', f_clique_lb_c='1', f_deg2='73', f_deg2_heur='49', f_deg3='11', f_dom='94', f_lp='63', f_lp_lb='77', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='43', limit_kern_start='132'
2700: constrained_branching='0', dom_opt='1', f_clique_lb='66', f_clique_lb_c='15', f_deg2='5', f_deg2_heur='67', f_deg3='84', f_dom='28', f_lp='36', f_lp_lb='1', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='383', limit_kern_start='218'
2701: constrained_branching='1', dom_opt='0', f_clique_lb='47', f_clique_lb_c='8', f_deg2='94', f_deg2_heur='94', f_deg3='24', f_dom='71', f_lp='62', f_lp_lb='74', f_lp_lb_c='10', lb_opt='0', lb_opt_c='1', limit_kern_branch='30', limit_kern_start='321'
2702: constrained_branching='0', dom_opt='1', f_clique_lb='70', f_clique_lb_c='12', f_deg2='93', f_deg2_heur='4', f_deg3='23', f_dom='57', f_lp='67', f_lp_lb='94', f_lp_lb_c='6', lb_opt='1', lb_opt_c='1', limit_kern_branch='169', limit_kern_start='369'
2703: constrained_branching='0', dom_opt='0', f_clique_lb='83', f_clique_lb_c='2', f_deg2='36', f_deg2_heur='79', f_deg3='62', f_dom='38', f_lp='3', f_lp_lb='18', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='260', limit_kern_start='194'
2704: constrained_branching='0', dom_opt='0', f_clique_lb='8', f_clique_lb_c='9', f_deg2='9', f_deg2_heur='15', f_deg3='37', f_dom='39', f_lp='73', f_lp_lb='98', f_lp_lb_c='8', lb_opt='1', lb_opt_c='1', limit_kern_branch='218', limit_kern_start='491'
2705: constrained_branching='0', dom_opt='0', f_clique_lb='66', f_clique_lb_c='18', f_deg2='5', f_deg2_heur='67', f_deg3='84', f_dom='39', f_lp='36', f_lp_lb='1', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='383', limit_kern_start='218'
2706: constrained_branching='0', dom_opt='1', f_clique_lb='4', f_clique_lb_c='16', f_deg2='16', f_deg2_heur='44', f_deg3='61', f_dom='95', f_lp='71', f_lp_lb='68', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='193', limit_kern_start='101'
2707: constrained_branching='0', dom_opt='0', f_clique_lb='50', f_clique_lb_c='11', f_deg2='57', f_deg2_heur='80', f_deg3='83', f_dom='30', f_lp='58', f_lp_lb='84', f_lp_lb_c='3', lb_opt='1', lb_opt_c='0', limit_kern_branch='155', limit_kern_start='292'
2708: constrained_branching='1', dom_opt='0', f_clique_lb='68', f_clique_lb_c='8', f_deg2='98', f_deg2_heur='99', f_deg3='31', f_dom='78', f_lp='91', f_lp_lb='33', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='468', limit_kern_start='222'
2709: constrained_branching='0', dom_opt='0', f_clique_lb='34', f_clique_lb_c='11', f_deg2='30', f_deg2_heur='89', f_deg3='48', f_dom='83', f_lp='87', f_lp_lb='48', f_lp_lb_c='13', lb_opt='1', lb_opt_c='1', limit_kern_branch='37', limit_kern_start='473'
2710: constrained_branching='1', dom_opt='1', f_clique_lb='71', f_clique_lb_c='18', f_deg2='45', f_deg2_heur='18', f_deg3='97', f_dom='85', f_lp='12', f_lp_lb='66', f_lp_lb_c='8', lb_opt='0', lb_opt_c='0', limit_kern_branch='283', limit_kern_start='469'
2711: constrained_branching='0', dom_opt='0', f_clique_lb='88', f_clique_lb_c='1', f_deg2='38', f_deg2_heur='77', f_deg3='52', f_dom='44', f_lp='92', f_lp_lb='88', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='231', limit_kern_start='1'
2712: constrained_branching='0', dom_opt='0', f_clique_lb='46', f_clique_lb_c='3', f_deg2='53', f_deg2_heur='90', f_deg3='82', f_dom='55', f_lp='60', f_lp_lb='83', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='10', limit_kern_start='88'
2713: constrained_branching='0', dom_opt='1', f_clique_lb='91', f_clique_lb_c='13', f_deg2='81', f_deg2_heur='68', f_deg3='44', f_dom='34', f_lp='34', f_lp_lb='82', f_lp_lb_c='5', lb_opt='0', lb_opt_c='1', limit_kern_branch='194', limit_kern_start='14'
2714: constrained_branching='0', dom_opt='0', f_clique_lb='35', f_clique_lb_c='12', f_deg2='58', f_deg2_heur='82', f_deg3='73', f_dom='41', f_lp='84', f_lp_lb='40', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='475', limit_kern_start='344'
2715: constrained_branching='1', dom_opt='1', f_clique_lb='77', f_clique_lb_c='17', f_deg2='64', f_deg2_heur='23', f_deg3='42', f_dom='83', f_lp='98', f_lp_lb='78', f_lp_lb_c='5', lb_opt='0', lb_opt_c='0', limit_kern_branch='416', limit_kern_start='222'
2716: constrained_branching='0', dom_opt='0', f_clique_lb='36', f_clique_lb_c='9', f_deg2='72', f_deg2_heur='83', f_deg3='95', f_dom='15', f_lp='99', f_lp_lb='7', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='161', limit_kern_start='44'
2717: constrained_branching='1', dom_opt='0', f_clique_lb='85', f_clique_lb_c='20', f_deg2='67', f_deg2_heur='97', f_deg3='68', f_dom='9', f_lp='71', f_lp_lb='1', f_lp_lb_c='7', lb_opt='0', lb_opt_c='0', limit_kern_branch='298', limit_kern_start='425'
2718: constrained_branching='0', dom_opt='0', f_clique_lb='25', f_clique_lb_c='7', f_deg2='80', f_deg2_heur='14', f_deg3='61', f_dom='28', f_lp='21', f_lp_lb='42', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='207', limit_kern_start='25'
2719: constrained_branching='0', dom_opt='0', f_clique_lb='60', f_clique_lb_c='6', f_deg2='53', f_deg2_heur='82', f_deg3='82', f_dom='55', f_lp='57', f_lp_lb='83', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='10', limit_kern_start='88'
2720: constrained_branching='0', dom_opt='0', f_clique_lb='59', f_clique_lb_c='16', f_deg2='18', f_deg2_heur='70', f_deg3='43', f_dom='47', f_lp='3', f_lp_lb='90', f_lp_lb_c='6', lb_opt='1', lb_opt_c='0', limit_kern_branch='183', limit_kern_start='181'
2721: constrained_branching='0', dom_opt='1', f_clique_lb='99', f_clique_lb_c='8', f_deg2='55', f_deg2_heur='96', f_deg3='72', f_dom='40', f_lp='13', f_lp_lb='62', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='387', limit_kern_start='228'
2722: constrained_branching='1', dom_opt='0', f_clique_lb='32', f_clique_lb_c='14', f_deg2='53', f_deg2_heur='31', f_deg3='100', f_dom='63', f_lp='80', f_lp_lb='49', f_lp_lb_c='18', lb_opt='0', lb_opt_c='0', limit_kern_branch='500', limit_kern_start='395'
2723: constrained_branching='1', dom_opt='1', f_clique_lb='91', f_clique_lb_c='18', f_deg2='90', f_deg2_heur='30', f_deg3='17', f_dom='72', f_lp='68', f_lp_lb='63', f_lp_lb_c='16', lb_opt='0', lb_opt_c='0', limit_kern_branch='25', limit_kern_start='181'
2724: constrained_branching='0', dom_opt='1', f_clique_lb='17', f_clique_lb_c='14', f_deg2='63', f_deg2_heur='69', f_deg3='36', f_dom='79', f_lp='80', f_lp_lb='37', f_lp_lb_c='7', lb_opt='1', lb_opt_c='0', limit_kern_branch='316', limit_kern_start='384'
2725: constrained_branching='0', dom_opt='1', f_clique_lb='48', f_clique_lb_c='14', f_deg2='28', f_deg2_heur='69', f_deg3='97', f_dom='7', f_lp='93', f_lp_lb='45', f_lp_lb_c='16', lb_opt='0', lb_opt_c='0', limit_kern_branch='450', limit_kern_start='87'
2726: constrained_branching='1', dom_opt='0', f_clique_lb='85', f_clique_lb_c='20', f_deg2='67', f_deg2_heur='97', f_deg3='75', f_dom='56', f_lp='54', f_lp_lb='1', f_lp_lb_c='2', lb_opt='0', lb_opt_c='0', limit_kern_branch='298', limit_kern_start='410'
2727: constrained_branching='1', dom_opt='0', f_clique_lb='95', f_clique_lb_c='10', f_deg2='67', f_deg2_heur='35', f_deg3='77', f_dom='24', f_lp='2', f_lp_lb='43', f_lp_lb_c='8', lb_opt='0', lb_opt_c='0', limit_kern_branch='159', limit_kern_start='223'
2728: constrained_branching='0', dom_opt='1', f_clique_lb='23', f_clique_lb_c='19', f_deg2='11', f_deg2_heur='92', f_deg3='37', f_dom='59', f_lp='7', f_lp_lb='7', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='54', limit_kern_start='83'
2729: constrained_branching='1', dom_opt='0', f_clique_lb='42', f_clique_lb_c='20', f_deg2='90', f_deg2_heur='59', f_deg3='85', f_dom='58', f_lp='97', f_lp_lb='20', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='51', limit_kern_start='323'
2730: constrained_branching='1', dom_opt='1', f_clique_lb='12', f_clique_lb_c='16', f_deg2='99', f_deg2_heur='10', f_deg3='86', f_dom='13', f_lp='100', f_lp_lb='84', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='386', limit_kern_start='480'
2731: constrained_branching='0', dom_opt='1', f_clique_lb='53', f_clique_lb_c='1', f_deg2='64', f_deg2_heur='55', f_deg3='91', f_dom='16', f_lp='72', f_lp_lb='73', f_lp_lb_c='7', lb_opt='0', lb_opt_c='1', limit_kern_branch='132', limit_kern_start='172'
2732: constrained_branching='1', dom_opt='1', f_clique_lb='12', f_clique_lb_c='16', f_deg2='99', f_deg2_heur='10', f_deg3='86', f_dom='10', f_lp='100', f_lp_lb='84', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='372', limit_kern_start='480'
2733: constrained_branching='0', dom_opt='1', f_clique_lb='73', f_clique_lb_c='20', f_deg2='35', f_deg2_heur='91', f_deg3='26', f_dom='61', f_lp='81', f_lp_lb='15', f_lp_lb_c='14', lb_opt='0', lb_opt_c='1', limit_kern_branch='452', limit_kern_start='152'
2734: constrained_branching='0', dom_opt='0', f_clique_lb='50', f_clique_lb_c='18', f_deg2='5', f_deg2_heur='67', f_deg3='84', f_dom='28', f_lp='36', f_lp_lb='1', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='383', limit_kern_start='218'
2735: constrained_branching='0', dom_opt='1', f_clique_lb='66', f_clique_lb_c='6', f_deg2='75', f_deg2_heur='100', f_deg3='49', f_dom='49', f_lp='80', f_lp_lb='49', f_lp_lb_c='2', lb_opt='1', lb_opt_c='0', limit_kern_branch='68', limit_kern_start='94'
2736: constrained_branching='1', dom_opt='0', f_clique_lb='6', f_clique_lb_c='3', f_deg2='23', f_deg2_heur='55', f_deg3='78', f_dom='97', f_lp='96', f_lp_lb='37', f_lp_lb_c='2', lb_opt='1', lb_opt_c='0', limit_kern_branch='345', limit_kern_start='79'
2737: constrained_branching='1', dom_opt='0', f_clique_lb='18', f_clique_lb_c='13', f_deg2='98', f_deg2_heur='10', f_deg3='86', f_dom='6', f_lp='100', f_lp_lb='84', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='363', limit_kern_start='480'
2738: constrained_branching='0', dom_opt='1', f_clique_lb='77', f_clique_lb_c='7', f_deg2='95', f_deg2_heur='14', f_deg3='99', f_dom='51', f_lp='86', f_lp_lb='20', f_lp_lb_c='20', lb_opt='1', lb_opt_c='1', limit_kern_branch='62', limit_kern_start='456'
2739: constrained_branching='1', dom_opt='0', f_clique_lb='18', f_clique_lb_c='13', f_deg2='97', f_deg2_heur='11', f_deg3='86', f_dom='6', f_lp='85', f_lp_lb='84', f_lp_lb_c='16', lb_opt='1', lb_opt_c='0', limit_kern_branch='363', limit_kern_start='480'
2740: constrained_branching='1', dom_opt='1', f_clique_lb='1', f_clique_lb_c='20', f_deg2='94', f_deg2_heur='68', f_deg3='23', f_dom='76', f_lp='65', f_lp_lb='78', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='371', limit_kern_start='17'
2741: constrained_branching='1', dom_opt='1', f_clique_lb='60', f_clique_lb_c='9', f_deg2='17', f_deg2_heur='92', f_deg3='48', f_dom='58', f_lp='85', f_lp_lb='36', f_lp_lb_c='8', lb_opt='0', lb_opt_c='1', limit_kern_branch='312', limit_kern_start='167'
2742: constrained_branching='1', dom_opt='1', f_clique_lb='56', f_clique_lb_c='1', f_deg2='25', f_deg2_heur='13', f_deg3='71', f_dom='99', f_lp='78', f_lp_lb='18', f_lp_lb_c='20', lb_opt='1', lb_opt_c='1', limit_kern_branch='22', limit_kern_start='318'
2743: constrained_branching='0', dom_opt='0', f_clique_lb='6', f_clique_lb_c='4', f_deg2='50', f_deg2_heur='74', f_deg3='93', f_dom='95', f_lp='93', f_lp_lb='96', f_lp_lb_c='17', lb_opt='1', lb_opt_c='0', limit_kern_branch='240', limit_kern_start='98'
2744: constrained_branching='0', dom_opt='0', f_clique_lb='25', f_clique_lb_c='7', f_deg2='80', f_deg2_heur='14', f_deg3='61', f_dom='28', f_lp='21', f_lp_lb='42', f_lp_lb_c='10', lb_opt='1', lb_opt_c='1', limit_kern_branch='207', limit_kern_start='25'
2745: constrained_branching='0', dom_opt='1', f_clique_lb='42', f_clique_lb_c='14', f_deg2='2', f_deg2_heur='47', f_deg3='47', f_dom='58', f_lp='42', f_lp_lb='27', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='286', limit_kern_start='183'
2746: constrained_branching='0', dom_opt='0', f_clique_lb='43', f_clique_lb_c='20', f_deg2='76', f_deg2_heur='2', f_deg3='50', f_dom='41', f_lp='81', f_lp_lb='19', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='196', limit_kern_start='159'
2747: constrained_branching='1', dom_opt='0', f_clique_lb='60', f_clique_lb_c='8', f_deg2='68', f_deg2_heur='18', f_deg3='4', f_dom='66', f_lp='9', f_lp_lb='67', f_lp_lb_c='19', lb_opt='1', lb_opt_c='0', limit_kern_branch='135', limit_kern_start='1'
2748: constrained_branching='0', dom_opt='0', f_clique_lb='46', f_clique_lb_c='3', f_deg2='53', f_deg2_heur='90', f_deg3='82', f_dom='55', f_lp='85', f_lp_lb='94', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='10', limit_kern_start='88'
2749: constrained_branching='1', dom_opt='1', f_clique_lb='92', f_clique_lb_c='14', f_deg2='17', f_deg2_heur='36', f_deg3='67', f_dom='33', f_lp='62', f_lp_lb='30', f_lp_lb_c='12', lb_opt='1', lb_opt_c='1', limit_kern_branch='264', limit_kern_start='12'
2750: constrained_branching='1', dom_opt='0', f_clique_lb='8', f_clique_lb_c='15', f_deg2='39', f_deg2_heur='8', f_deg3='8', f_dom='18', f_lp='51', f_lp_lb='27', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='164', limit_kern_start='187'
2751: constrained_branching='1', dom_opt='0', f_clique_lb='25', f_clique_lb_c='3', f_deg2='52', f_deg2_heur='48', f_deg3='15', f_dom='64', f_lp='33', f_lp_lb='1', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='374', limit_kern_start='307'
2752: constrained_branching='0', dom_opt='0', f_clique_lb='75', f_clique_lb_c='5', f_deg2='39', f_deg2_heur='50', f_deg3='29', f_dom='12', f_lp='34', f_lp_lb='65', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='423', limit_kern_start='324'
2753: constrained_branching='1', dom_opt='1', f_clique_lb='22', f_clique_lb_c='4', f_deg2='40', f_deg2_heur='49', f_deg3='23', f_dom='31', f_lp='50', f_lp_lb='38', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='206', limit_kern_start='263'
2754: constrained_branching='1', dom_opt='0', f_clique_lb='82', f_clique_lb_c='14', f_deg2='89', f_deg2_heur='86', f_deg3='9', f_dom='86', f_lp='12', f_lp_lb='64', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='289', limit_kern_start='495'
2755: constrained_branching='0', dom_opt='1', f_clique_lb='94', f_clique_lb_c='7', f_deg2='77', f_deg2_heur='21', f_deg3='58', f_dom='53', f_lp='21', f_lp_lb='77', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='350', limit_kern_start='71'
2756: constrained_branching='1', dom_opt='0', f_clique_lb='97', f_clique_lb_c='20', f_deg2='25', f_deg2_heur='30', f_deg3='19', f_dom='21', f_lp='92', f_lp_lb='12', f_lp_lb_c='4', lb_opt='0', lb_opt_c='0', limit_kern_branch='222', limit_kern_start='407'
2757: constrained_branching='0', dom_opt='0', f_clique_lb='66', f_clique_lb_c='18', f_deg2='5', f_deg2_heur='69', f_deg3='84', f_dom='35', f_lp='36', f_lp_lb='1', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='383', limit_kern_start='218'
2758: constrained_branching='0', dom_opt='0', f_clique_lb='20', f_clique_lb_c='8', f_deg2='17', f_deg2_heur='39', f_deg3='52', f_dom='47', f_lp='71', f_lp_lb='90', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='198', limit_kern_start='361'
2759: constrained_branching='0', dom_opt='0', f_clique_lb='49', f_clique_lb_c='3', f_deg2='53', f_deg2_heur='90', f_deg3='82', f_dom='55', f_lp='60', f_lp_lb='91', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='10', limit_kern_start='88'
2760: constrained_branching='1', dom_opt='1', f_clique_lb='18', f_clique_lb_c='2', f_deg2='23', f_deg2_heur='44', f_deg3='51', f_dom='76', f_lp='54', f_lp_lb='28', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='412', limit_kern_start='497'
2761: constrained_branching='0', dom_opt='0', f_clique_lb='60', f_clique_lb_c='1', f_deg2='53', f_deg2_heur='94', f_deg3='82', f_dom='55', f_lp='60', f_lp_lb='83', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='10', limit_kern_start='88'
2762: constrained_branching='0', dom_opt='1', f_clique_lb='61', f_clique_lb_c='15', f_deg2='52', f_deg2_heur='28', f_deg3='51', f_dom='51', f_lp='1', f_lp_lb='40', f_lp_lb_c='4', lb_opt='0', lb_opt_c='0', limit_kern_branch='62', limit_kern_start='497'
2763: constrained_branching='0', dom_opt='0', f_clique_lb='71', f_clique_lb_c='10', f_deg2='75', f_deg2_heur='87', f_deg3='53', f_dom='99', f_lp='45', f_lp_lb='9', f_lp_lb_c='20', lb_opt='0', lb_opt_c='0', limit_kern_branch='140', limit_kern_start='72'
2764: constrained_branching='0', dom_opt='1', f_clique_lb='66', f_clique_lb_c='2', f_deg2='92', f_deg2_heur='66', f_deg3='34', f_dom='28', f_lp='72', f_lp_lb='99', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='195', limit_kern_start='24'
2765: constrained_branching='0', dom_opt='0', f_clique_lb='33', f_clique_lb_c='18', f_deg2='12', f_deg2_heur='96', f_deg3='12', f_dom='2', f_lp='98', f_lp_lb='11', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='250', limit_kern_start='141'
2766: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='14', f_deg2='25', f_deg2_heur='77', f_deg3='51', f_dom='83', f_lp='59', f_lp_lb='79', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='78', limit_kern_start='494'
2767: constrained_branching='0', dom_opt='0', f_clique_lb='94', f_clique_lb_c='18', f_deg2='35', f_deg2_heur='56', f_deg3='57', f_dom='36', f_lp='95', f_lp_lb='49', f_lp_lb_c='16', lb_opt='0', lb_opt_c='0', limit_kern_branch='105', limit_kern_start='80'
